IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,108,11.83
47.245.54.197,2053,2053,true,NRT,Asia Pacific,Tokyo,306,11.83
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,125,11.82
8.219.196.117,443,443,true,SIN,Asia Pacific,Singapore,123,11.81
8.219.167.65,2087,2087,true,SIN,Asia Pacific,Singapore,121,11.81
8.219.164.237,443,443,true,SIN,Asia Pacific,Singapore,105,11.81
47.245.89.102,2053,2053,true,SIN,Asia Pacific,Singapore,104,11.789999999999999
8.209.200.73,8443,8443,true,NRT,Asia Pacific,Tokyo,101,11.789999999999999
8.209.212.5,2087,2087,true,NRT,Asia Pacific,Tokyo,109,11.789999999999999
8.219.141.174,2083,2083,true,SIN,Asia Pacific,Singapore,81,11.789999999999999
47.236.148.174,2083,2083,true,SIN,Asia Pacific,Singapore,121,11.789999999999999
47.91.3.179,2083,2083,true,NRT,Asia Pacific,Tokyo,109,11.789999999999999
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,130,11.789999999999999
47.91.10.228,2083,2083,true,NRT,Asia Pacific,Tokyo,99,11.779999999999999
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,120,11.779999999999999
8.222.155.242,8443,8443,true,SIN,Asia Pacific,Singapore,98,11.779999999999999
8.209.200.73,2087,2087,true,NRT,Asia Pacific,Tokyo,85,11.779999999999999
8.222.215.228,2083,2083,true,SIN,Asia Pacific,Singapore,120,11.77
47.236.88.85,2087,2087,true,SIN,Asia Pacific,Singapore,77,11.77
8.209.240.229,2083,2083,true,NRT,Asia Pacific,Tokyo,76,11.77
47.236.192.198,8443,8443,true,SIN,Asia Pacific,Singapore,110,11.77
8.219.196.117,2096,2096,true,SIN,Asia Pacific,Singapore,174,11.76
47.236.7.206,8443,8443,true,SIN,Asia Pacific,Singapore,66,11.76
47.245.84.155,8443,8443,true,SIN,Asia Pacific,Singapore,136,11.75
8.219.72.51,2083,2083,true,SIN,Asia Pacific,Singapore,123,11.74
8.219.161.129,2096,2096,true,SIN,Asia Pacific,Singapore,88,11.74
8.222.167.8,2053,2053,true,SIN,Asia Pacific,Singapore,143,11.74
8.219.140.229,443,443,true,SIN,Asia Pacific,Singapore,72,11.74
8.219.183.31,2087,2087,true,SIN,Asia Pacific,Singapore,162,11.73
47.236.116.182,2087,2087,true,SIN,Asia Pacific,Singapore,20,11.73
8.219.161.102,2087,2087,true,SIN,Asia Pacific,Singapore,75,11.73
8.219.245.187,8443,8443,true,SIN,Asia Pacific,Singapore,72,11.73
8.219.12.152,2087,2087,true,SIN,Asia Pacific,Singapore,157,11.720000000000001
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,67,11.720000000000001
8.219.188.162,2083,2083,true,SIN,Asia Pacific,Singapore,167,11.710000000000001
47.245.37.89,2083,2083,true,NRT,Asia Pacific,Tokyo,115,11.710000000000001
47.245.55.235,2087,2087,true,NRT,Asia Pacific,Tokyo,290,11.69
8.219.173.233,2096,2096,true,SIN,Asia Pacific,Singapore,205,11.69
8.219.174.213,8443,8443,true,SIN,Asia Pacific,Singapore,150,11.69
47.236.39.34,8443,8443,true,SIN,Asia Pacific,Singapore,142,11.68
47.236.145.180,8443,8443,true,SIN,Asia Pacific,Singapore,96,11.67
47.74.52.104,8443,8443,true,NRT,Asia Pacific,Tokyo,210,11.67
8.217.207.60,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,11.67
47.245.33.163,8443,8443,true,NRT,Asia Pacific,Tokyo,199,11.67
47.245.33.163,2053,2053,true,NRT,Asia Pacific,Tokyo,163,11.67
47.236.156.14,2053,2053,true,SIN,Asia Pacific,Singapore,146,11.66
47.74.15.80,2083,2083,true,NRT,Asia Pacific,Tokyo,196,11.66
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,111,11.65
47.245.37.98,8443,8443,true,NRT,Asia Pacific,Tokyo,112,11.65
8.219.163.195,2083,2083,true,SIN,Asia Pacific,Singapore,118,11.65
8.222.152.71,2083,2083,true,SIN,Asia Pacific,Singapore,88,11.65
47.236.166.84,2053,2053,true,SIN,Asia Pacific,Singapore,112,11.65
47.245.10.156,2083,2083,true,NRT,Asia Pacific,Tokyo,177,11.65
8.222.140.87,2053,2053,true,SIN,Asia Pacific,Singapore,65,11.640000000000001
47.236.173.200,2083,2083,true,SIN,Asia Pacific,Singapore,71,11.640000000000001
47.245.32.215,2096,2096,true,NRT,Asia Pacific,Tokyo,98,11.640000000000001
8.219.89.201,2087,2087,true,SIN,Asia Pacific,Singapore,152,11.630000000000001
8.222.229.102,2053,2053,true,SIN,Asia Pacific,Singapore,122,11.630000000000001
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,95,11.630000000000001
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,121,11.630000000000001
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,64,11.630000000000001
47.236.204.152,2083,2083,true,SIN,Asia Pacific,Singapore,140,11.609999999999999
8.219.230.254,8443,8443,true,SIN,Asia Pacific,Singapore,165,11.609999999999999
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,143,11.609999999999999
8.219.196.24,2083,2083,true,SIN,Asia Pacific,Singapore,223,11.6
47.74.34.73,2083,2083,true,NRT,Asia Pacific,Tokyo,208,11.6
8.219.112.75,2053,2053,true,SIN,Asia Pacific,Singapore,130,11.6
8.222.219.252,8443,8443,true,SIN,Asia Pacific,Singapore,99,11.59
47.236.19.51,2083,2083,true,SIN,Asia Pacific,Singapore,34,11.59
8.209.255.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,163,11.58
47.245.58.250,8443,8443,true,NRT,Asia Pacific,Tokyo,303,11.58
8.219.167.65,2083,2083,true,SIN,Asia Pacific,Singapore,97,11.56
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,11.56
8.219.210.226,2053,2053,true,SIN,Asia Pacific,Singapore,178,11.56
8.219.103.126,2087,2087,true,SIN,Asia Pacific,Singapore,135,11.56
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,11.550000000000001
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,104,11.550000000000001
8.219.170.232,443,443,true,SIN,Asia Pacific,Singapore,125,11.550000000000001
8.222.224.17,8443,8443,true,SIN,Asia Pacific,Singapore,112,11.550000000000001
47.236.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,102,11.539999999999999
8.219.217.81,2096,2096,true,SIN,Asia Pacific,Singapore,163,11.539999999999999
47.236.167.231,2053,2053,true,SIN,Asia Pacific,Singapore,93,11.539999999999999
8.209.200.73,2053,2053,true,NRT,Asia Pacific,Tokyo,105,11.539999999999999
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,116,11.529999999999999
8.219.89.201,2053,2053,true,SIN,Asia Pacific,Singapore,133,11.529999999999999
8.219.154.107,2096,2096,true,SIN,Asia Pacific,Singapore,118,11.529999999999999
47.245.10.123,2083,2083,true,NRT,Asia Pacific,Tokyo,239,11.529999999999999
47.245.37.12,8443,8443,true,NRT,Asia Pacific,Tokyo,153,11.529999999999999
47.245.40.161,2083,2083,true,NRT,Asia Pacific,Tokyo,110,11.529999999999999
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,124,11.52
8.219.101.138,2053,2053,true,SIN,Asia Pacific,Singapore,160,11.52
8.219.198.139,2087,2087,true,SIN,Asia Pacific,Singapore,98,11.52
47.236.193.5,2087,2087,true,SIN,Asia Pacific,Singapore,111,11.52
8.219.53.142,2053,2053,true,SIN,Asia Pacific,Singapore,65,11.51
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,11.51
8.219.129.38,2087,2087,true,SIN,Asia Pacific,Singapore,100,11.51
8.222.144.50,2087,2087,true,SIN,Asia Pacific,Singapore,163,11.5
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,130,11.5
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,56,11.5
47.236.150.109,2087,2087,true,SIN,Asia Pacific,Singapore,125,11.5
47.245.126.151,2053,2053,true,SIN,Asia Pacific,Singapore,79,11.49
47.245.56.207,2087,2087,true,NRT,Asia Pacific,Tokyo,209,11.49
47.245.8.68,2053,2053,true,NRT,Asia Pacific,Tokyo,247,11.49
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,153,11.49
8.219.67.133,8443,8443,true,SIN,Asia Pacific,Singapore,57,11.49
8.219.92.89,2096,2096,true,SIN,Asia Pacific,Singapore,105,11.48
47.74.34.135,2083,2083,true,NRT,Asia Pacific,Tokyo,133,11.470000000000001
8.219.213.84,2096,2096,true,SIN,Asia Pacific,Singapore,209,11.460000000000001
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,11.460000000000001
47.245.58.175,2087,2087,true,NRT,Asia Pacific,Tokyo,188,11.460000000000001
47.236.117.48,2087,2087,true,SIN,Asia Pacific,Singapore,109,11.460000000000001
47.236.172.95,2087,2087,true,SIN,Asia Pacific,Singapore,88,11.449999999999999
47.236.15.73,2053,2053,true,SIN,Asia Pacific,Singapore,139,11.449999999999999
8.219.204.120,8443,8443,true,SIN,Asia Pacific,Singapore,203,11.449999999999999
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,170,11.449999999999999
47.236.198.189,2083,2083,true,SIN,Asia Pacific,Singapore,65,11.44
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,76,11.44
47.236.144.48,2096,2096,true,SIN,Asia Pacific,Singapore,167,11.44
47.245.59.244,8443,8443,true,NRT,Asia Pacific,Tokyo,175,11.43
47.236.187.144,2096,2096,true,SIN,Asia Pacific,Singapore,131,11.43
47.245.40.161,2096,2096,true,NRT,Asia Pacific,Tokyo,110,11.42
8.219.206.53,2096,2096,true,SIN,Asia Pacific,Singapore,140,11.42
47.243.107.148,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,11.42
8.219.156.148,443,443,true,SIN,Asia Pacific,Singapore,70,11.42
8.219.200.145,2053,2053,true,SIN,Asia Pacific,Singapore,151,11.42
8.222.197.251,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,11.41
8.219.123.244,2083,2083,true,SIN,Asia Pacific,Singapore,149,11.41
8.218.122.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,72,11.41
8.219.193.202,8443,8443,true,SIN,Asia Pacific,Singapore,196,11.41
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,142,11.41
47.91.2.165,2087,2087,true,NRT,Asia Pacific,Tokyo,116,11.4
47.245.37.89,8443,8443,true,NRT,Asia Pacific,Tokyo,101,11.4
47.245.31.0,2083,2083,true,NRT,Asia Pacific,Tokyo,231,11.390000000000001
47.245.113.117,2083,2083,true,SIN,Asia Pacific,Singapore,113,11.390000000000001
47.245.40.161,2087,2087,true,NRT,Asia Pacific,Tokyo,193,11.390000000000001
8.219.199.220,2083,2083,true,SIN,Asia Pacific,Singapore,151,11.390000000000001
47.74.8.238,2053,2053,true,NRT,Asia Pacific,Tokyo,308,11.380000000000001
47.236.145.180,2087,2087,true,SIN,Asia Pacific,Singapore,133,11.369999999999999
47.74.23.99,2053,2053,true,NRT,Asia Pacific,Tokyo,183,11.369999999999999
47.245.42.210,8443,8443,true,NRT,Asia Pacific,Tokyo,187,11.369999999999999
47.91.3.135,2053,2053,true,NRT,Asia Pacific,Tokyo,122,11.35
8.219.177.205,2053,2053,true,SIN,Asia Pacific,Singapore,37,11.35
47.245.30.144,2096,2096,true,NRT,Asia Pacific,Tokyo,308,11.35
47.236.123.218,2083,2083,true,SIN,Asia Pacific,Singapore,72,11.34
8.209.240.229,2087,2087,true,NRT,Asia Pacific,Tokyo,83,11.34
47.236.144.208,8443,8443,true,SIN,Asia Pacific,Singapore,98,11.34
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,75,11.34
47.245.8.185,2083,2083,true,NRT,Asia Pacific,Tokyo,244,11.33
47.236.144.208,2053,2053,true,SIN,Asia Pacific,Singapore,29,11.33
47.74.5.150,2083,2083,true,NRT,Asia Pacific,Tokyo,228,11.33
47.245.86.18,2096,2096,true,SIN,Asia Pacific,Singapore,117,11.32
8.219.73.188,2087,2087,true,SIN,Asia Pacific,Singapore,112,11.32
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,124,11.32
8.219.233.6,2096,2096,true,SIN,Asia Pacific,Singapore,169,11.32
8.219.161.102,8443,8443,true,SIN,Asia Pacific,Singapore,139,11.32
8.219.87.34,2053,2053,true,SIN,Asia Pacific,Singapore,64,11.31
47.245.37.94,2096,2096,true,NRT,Asia Pacific,Tokyo,99,11.31
47.236.76.199,2083,2083,true,SIN,Asia Pacific,Singapore,51,11.31
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,213,11.300000000000001
8.222.226.15,2087,2087,true,SIN,Asia Pacific,Singapore,58,11.289999999999999
8.209.214.222,2096,2096,true,NRT,Asia Pacific,Tokyo,88,11.289999999999999
47.236.76.199,2087,2087,true,SIN,Asia Pacific,Singapore,81,11.279999999999999
47.236.201.98,2096,2096,true,SIN,Asia Pacific,Singapore,57,11.279999999999999
47.236.119.253,8443,8443,true,SIN,Asia Pacific,Singapore,111,11.27
47.245.54.58,2096,2096,true,NRT,Asia Pacific,Tokyo,151,11.27
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,107,11.27
47.91.3.112,8443,8443,true,NRT,Asia Pacific,Tokyo,119,11.26
47.245.41.69,2087,2087,true,NRT,Asia Pacific,Tokyo,293,11.26
8.219.201.8,2053,2053,true,SIN,Asia Pacific,Singapore,94,11.26
47.245.41.84,8443,8443,true,NRT,Asia Pacific,Tokyo,97,11.26
8.219.173.239,2053,2053,true,SIN,Asia Pacific,Singapore,98,11.25
47.245.52.153,2083,2083,true,NRT,Asia Pacific,Tokyo,203,11.25
8.222.213.221,2096,2096,true,SIN,Asia Pacific,Singapore,69,11.25
8.219.77.91,8443,8443,true,SIN,Asia Pacific,Singapore,46,11.24
8.219.217.81,2053,2053,true,SIN,Asia Pacific,Singapore,209,11.23
47.245.37.37,8443,8443,true,NRT,Asia Pacific,Tokyo,193,11.23
8.219.188.162,2083,2083,true,SIN,Asia Pacific,Singapore,106,11.220000000000001
47.236.96.141,2087,2087,true,SIN,Asia Pacific,Singapore,129,11.210000000000001
8.219.92.89,8443,8443,true,SIN,Asia Pacific,Singapore,117,11.210000000000001
8.219.124.227,2087,2087,true,SIN,Asia Pacific,Singapore,170,11.210000000000001
8.219.126.240,8443,8443,true,SIN,Asia Pacific,Singapore,92,11.199999999999999
47.245.54.140,2087,2087,true,NRT,Asia Pacific,Tokyo,198,11.199999999999999
8.219.73.188,2083,2083,true,SIN,Asia Pacific,Singapore,73,11.199999999999999
8.219.171.6,2087,2087,true,SIN,Asia Pacific,Singapore,160,11.199999999999999
8.219.208.69,2053,2053,true,SIN,Asia Pacific,Singapore,111,11.199999999999999
47.245.37.94,8443,8443,true,NRT,Asia Pacific,Tokyo,225,11.19
8.219.215.12,2087,2087,true,SIN,Asia Pacific,Singapore,5,11.19
8.222.221.109,443,443,true,SIN,Asia Pacific,Singapore,72,11.19
47.245.29.126,2053,2053,true,NRT,Asia Pacific,Tokyo,189,11.19
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,99,11.19
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,169,11.17
47.74.27.211,2096,2096,true,NRT,Asia Pacific,Tokyo,274,11.17
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,76,11.17
8.219.86.200,2087,2087,true,SIN,Asia Pacific,Singapore,79,11.17
47.245.12.38,2053,2053,true,NRT,Asia Pacific,Tokyo,174,11.16
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,159,11.16
8.210.9.129,2083,2083,true,HKG,Asia Pacific,Hong Kong,60,11.16
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,85,11.15
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,86,11.15
8.219.247.53,2083,2083,true,SIN,Asia Pacific,Singapore,215,11.15
47.245.59.243,8443,8443,true,NRT,Asia Pacific,Tokyo,222,11.15
47.76.180.109,443,443,true,SJC,North America,San Jose,48,11.15
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,89,11.140000000000001
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,155,11.140000000000001
47.236.193.5,2083,2083,true,SIN,Asia Pacific,Singapore,141,11.140000000000001
47.74.22.171,2053,2053,true,NRT,Asia Pacific,Tokyo,159,11.140000000000001
8.219.84.102,8443,8443,true,SIN,Asia Pacific,Singapore,56,11.140000000000001
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,55,11.140000000000001
8.219.228.193,2083,2083,true,SIN,Asia Pacific,Singapore,130,11.130000000000001
8.219.159.232,2087,2087,true,SIN,Asia Pacific,Singapore,97,11.130000000000001
8.219.170.180,2087,2087,true,SIN,Asia Pacific,Singapore,128,11.119999999999999
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,96,11.119999999999999
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,238,11.119999999999999
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,164,11.119999999999999
8.219.167.113,2083,2083,true,SIN,Asia Pacific,Singapore,105,11.109999999999999
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,73,11.1
47.245.10.156,2087,2087,true,NRT,Asia Pacific,Tokyo,132,11.1
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,104,11.1
47.245.114.163,8443,8443,true,SIN,Asia Pacific,Singapore,102,11.1
8.222.208.83,2096,2096,true,SIN,Asia Pacific,Singapore,69,11.09
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,118,11.09
8.222.164.44,8443,8443,true,SIN,Asia Pacific,Singapore,122,11.09
47.236.156.14,2087,2087,true,SIN,Asia Pacific,Singapore,150,11.09
8.219.139.86,2087,2087,true,SIN,Asia Pacific,Singapore,111,11.08
47.245.30.65,2096,2096,true,NRT,Asia Pacific,Tokyo,153,11.08
8.222.236.229,443,443,true,SIN,Asia Pacific,Singapore,61,11.07
47.236.65.232,8443,8443,true,SIN,Asia Pacific,Singapore,68,11.06
8.219.245.232,2096,2096,true,SIN,Asia Pacific,Singapore,59,11.06
47.245.93.74,8443,8443,true,SIN,Asia Pacific,Singapore,61,11.06
47.236.130.95,2053,2053,true,SIN,Asia Pacific,Singapore,87,11.06
8.219.124.227,443,443,true,SIN,Asia Pacific,Singapore,80,11.050000000000001
8.219.213.133,2087,2087,true,SIN,Asia Pacific,Singapore,150,11.050000000000001
8.219.121.87,2053,2053,true,SIN,Asia Pacific,Singapore,57,11.050000000000001
47.245.57.109,2087,2087,true,NRT,Asia Pacific,Tokyo,185,11.039999999999999
47.245.14.216,2096,2096,true,NRT,Asia Pacific,Tokyo,186,11.039999999999999
47.245.57.109,2087,2087,true,NRT,Asia Pacific,Tokyo,87,11.029999999999999
47.245.8.156,2053,2053,true,NRT,Asia Pacific,Tokyo,271,11.029999999999999
8.219.206.180,8443,8443,true,SIN,Asia Pacific,Singapore,162,11.029999999999999
8.219.220.122,8443,8443,true,SIN,Asia Pacific,Singapore,115,11.029999999999999
8.219.170.232,8443,8443,true,SIN,Asia Pacific,Singapore,110,11.029999999999999
47.236.148.174,2096,2096,true,SIN,Asia Pacific,Singapore,112,11.02
8.219.61.52,2053,2053,true,SIN,Asia Pacific,Singapore,70,11.02
8.222.219.252,2083,2083,true,SIN,Asia Pacific,Singapore,66,11.02
8.209.255.195,8443,8443,true,HKG,Asia Pacific,Hong Kong,166,11.02
47.245.39.28,2083,2083,true,NRT,Asia Pacific,Tokyo,301,11.02
47.245.30.144,2083,2083,true,NRT,Asia Pacific,Tokyo,259,11.02
47.245.11.62,2087,2087,true,NRT,Asia Pacific,Tokyo,240,11.02
47.245.3.137,2083,2083,true,NRT,Asia Pacific,Tokyo,318,11.01
8.219.173.195,8443,8443,true,SIN,Asia Pacific,Singapore,101,11.01
8.209.243.137,8443,8443,true,NRT,Asia Pacific,Tokyo,116,11.01
47.245.52.165,2087,2087,true,NRT,Asia Pacific,Tokyo,299,11.01
8.219.253.185,2053,2053,true,SIN,Asia Pacific,Singapore,177,11
8.219.42.72,2087,2087,true,SIN,Asia Pacific,Singapore,127,10.99
47.245.37.94,2083,2083,true,NRT,Asia Pacific,Tokyo,266,10.99
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,67,10.98
8.219.107.135,8443,8443,true,SIN,Asia Pacific,Singapore,92,10.98
8.219.124.227,8443,8443,true,SIN,Asia Pacific,Singapore,154,10.970000000000001
8.219.58.64,2083,2083,true,SIN,Asia Pacific,Singapore,128,10.970000000000001
47.236.165.25,2083,2083,true,SIN,Asia Pacific,Singapore,120,10.970000000000001
47.236.97.111,2087,2087,true,SIN,Asia Pacific,Singapore,76,10.970000000000001
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,151,10.970000000000001
47.245.4.219,2053,2053,true,NRT,Asia Pacific,Tokyo,209,10.970000000000001
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,79,10.970000000000001
8.219.250.239,2083,2083,true,SIN,Asia Pacific,Singapore,148,10.960000000000001
47.236.164.215,8443,8443,true,SIN,Asia Pacific,Singapore,86,10.960000000000001
47.245.2.231,2053,2053,true,NRT,Asia Pacific,Tokyo,189,10.960000000000001
8.219.170.223,2096,2096,true,SIN,Asia Pacific,Singapore,239,10.960000000000001
8.219.99.169,8443,8443,true,SIN,Asia Pacific,Singapore,66,10.949999999999999
8.219.193.202,443,443,true,SIN,Asia Pacific,Singapore,130,10.949999999999999
47.245.53.50,8443,8443,true,NRT,Asia Pacific,Tokyo,139,10.949999999999999
8.219.126.240,2087,2087,true,SIN,Asia Pacific,Singapore,97,10.94
8.222.219.34,2053,2053,true,SIN,Asia Pacific,Singapore,90,10.94
47.245.102.156,8443,8443,true,SIN,Asia Pacific,Singapore,150,10.94
47.245.31.0,2096,2096,true,NRT,Asia Pacific,Tokyo,177,10.94
47.91.2.165,8443,8443,true,NRT,Asia Pacific,Tokyo,83,10.94
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,153,10.93
47.236.166.184,2053,2053,true,SIN,Asia Pacific,Singapore,99,10.93
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,130,10.93
8.219.217.81,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.93
47.74.41.136,2053,2053,true,NRT,Asia Pacific,Tokyo,242,10.93
47.74.8.238,8443,8443,true,NRT,Asia Pacific,Tokyo,161,10.93
8.219.184.92,2096,2096,true,SIN,Asia Pacific,Singapore,117,10.93
8.222.221.109,2096,2096,true,SIN,Asia Pacific,Singapore,89,10.92
8.222.152.71,2087,2087,true,SIN,Asia Pacific,Singapore,98,10.92
47.236.88.134,2096,2096,true,SIN,Asia Pacific,Singapore,107,10.92
8.219.250.239,2083,2083,true,SIN,Asia Pacific,Singapore,112,10.92
8.219.75.44,2083,2083,true,SIN,Asia Pacific,Singapore,115,10.92
8.219.82.177,2096,2096,true,SIN,Asia Pacific,Singapore,51,10.91
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,200,10.91
47.236.202.91,8443,8443,true,SIN,Asia Pacific,Singapore,107,10.91
8.219.217.81,8443,8443,true,SIN,Asia Pacific,Singapore,159,10.91
8.219.220.122,2053,2053,true,SIN,Asia Pacific,Singapore,163,10.9
47.245.54.140,2083,2083,true,NRT,Asia Pacific,Tokyo,131,10.9
8.219.102.252,2083,2083,true,SIN,Asia Pacific,Singapore,93,10.9
8.219.171.6,2087,2087,true,SIN,Asia Pacific,Singapore,136,10.9
47.245.52.240,8443,8443,true,NRT,Asia Pacific,Tokyo,195,10.9
47.245.56.50,2087,2087,true,NRT,Asia Pacific,Tokyo,198,10.890000000000001
8.219.126.240,2096,2096,true,SIN,Asia Pacific,Singapore,162,10.890000000000001
8.219.228.186,2053,2053,true,SIN,Asia Pacific,Singapore,159,10.890000000000001
47.245.52.165,2096,2096,true,NRT,Asia Pacific,Tokyo,177,10.890000000000001
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,162,10.890000000000001
47.245.11.118,2083,2083,true,NRT,Asia Pacific,Tokyo,190,10.890000000000001
8.217.193.25,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,10.890000000000001
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,156,10.880000000000001
8.219.204.120,2096,2096,true,SIN,Asia Pacific,Singapore,179,10.880000000000001
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,48,10.880000000000001
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,168,10.880000000000001
47.236.150.109,2083,2083,true,SIN,Asia Pacific,Singapore,76,10.880000000000001
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,64,10.880000000000001
47.245.37.41,2083,2083,true,NRT,Asia Pacific,Tokyo,232,10.869999999999999
8.209.243.99,2087,2087,true,NRT,Asia Pacific,Tokyo,80,10.859999999999999
47.236.204.110,2087,2087,true,SIN,Asia Pacific,Singapore,129,10.859999999999999
8.219.247.53,8443,8443,true,SIN,Asia Pacific,Singapore,154,10.859999999999999
8.210.245.224,2053,2053,true,HKG,Asia Pacific,Hong Kong,91,10.859999999999999
